numar_factura,numar_comanda,cod_articol,id_cantitate
2410202412,2070443,1716814,1||2070443||1||1
2410202413,2058791,71384,1||2058791||1||6
2410202413,2058791,1720885,1||2058791||1||1
2410202413,2058791,2339705,1||2058791||1||7
2410202413,2058791,2575190,1||2058791||1||8
2410202413,2058791,2822959,1||2058791||1||3
2410202413,2058791,2842649,1||2058791||1||10
2410202413,2058791,3223507,1||2058791||1||4
2410202413,2058791,3290961,1||2058791||1||9
2410202413,2058791,4721096,1||2058791||1||11
2410202413,2058791,4722828,1||2058791||1||12
2410202413,2058791,4827024,1||2058791||1||2
2410202413,2058791,4898791,1||2058791||1||13
2410202413,2058791,4986900,1||2058791||1||5
2410202413,2058791,5617077,1||2058791||1||15
2410202413,2058791,6196739,1||2058791||1||14
2410202413,2058791,6211006,1||2058791||1||16
2410202414,2063657,75364,1||2063657||1||8
2410202414,2063657,1620170,1||2063657||1||3
2410202414,2063657,2342460,1||2063657||1||7
2410202414,2063657,2350592,1||2063657||1||6
2410202414,2063657,2542316,1||2063657||1||1
2410202414,2063657,2836861,1||2063657||1||4
2410202415,2070624,2540668,1||2070624||1||1
2410202415,2070624,2540669,1||2070624||1||2
2410202415,2070624,2540670,1||2070624||1||3
2410202415,2070624,2540672,1||2070624||1||4
2410202416,2070630,1196067,1||2070630||1||1
2410202417,2070716,2268315,1||2070716||1||1
2410202418,2070786,5691109,1||2070786||1||1
2410202419,2070779,24131,1||2070779||1||1
2410202420,2070716,2356573,1||2070716||2||2
2410202421,2070866,1055340,1||2070866||3||6
2410202421,2070866,1594072,1||2070866||1||4
2410202421,2070866,1595510,1||2070866||1||3
2410202421,2070866,1595510,1||2070866||2||3
2410202421,2070866,2800115,1||2070866||1||2
2410202421,2070866,2819124,1||2070866||1||1
2410202422,2071182,2840430,1||2071182||1||1
2410202422,2071182,2840431,1||2071182||1||2
2410202423,2069183,4800253,1||2069183||1||2
2410202424,2071239,63468,1||2071239||1||4
2410202425,2071178,1621922,1||2071178||1||1
2410202426,2070921,24278,1||2070921||1||5
2410202426,2070921,24279,1||2070921||1||4
2410202426,2070921,24280,1||2070921||1||3
2410202427,2071259,4806431,1||2071259||1||1
2410202428,2071255,835347,1||2071255||1||2
2410202428,2071255,2086862,1||2071255||1||1
2410202429,2071187,23706,1||2071187||1||2
2410202429,2071187,23707,1||2071187||1||1
2410202429,2071187,174261,1||2071187||1||4
2410202429,2071187,2228249,1||2071187||1||3
2410202430,2071269,2086177,1||2071269||1||1
2410202431,2071253,1581842,1||2071253||1||1
2410202431,2071253,1581843,1||2071253||1||2
2410202431,2071253,1581844,1||2071253||1||3
2410202431,2071253,1581845,1||2071253||1||4
2410202431,2071253,3737420,1||2071253||1||5
2410202432,2070786,1620751,1||2070786||2||2
2410202432,2070786,5819513,1||2070786||2||3
2410202433,2071289,24251,1||2071289||1||1
2410202434,2069670,2808651,1||2069670||1||1
2410202434,2069670,3757477,1||2069670||1||2
2410202435,2068852,2808651,1||2068852||1||3
2410202435,2068852,3785799,1||2068852||1||4
2410202436,2057490,2847441,1||2057490||3||7
2410202437,2070877,2228249,1||2070877||2||9
2410202437,2070877,3102651,1||2070877||2||8
2410202439,2071417,5794561,1||2071417||1||1
2410202440,2071425,2097975,1||2071425||1||2
2410202440,2071425,2098026,1||2071425||1||1
2410202441,2071392,21687,1||2071392||1||1
2410202442,2071424,2288889,1||2071424||1||2
2410202445,2071576,2565289,1||2071576||1||1
2410202446,2071637,1598866,1||2071637||1||1
2410202446,2071637,2287307,1||2071637||1||2
2410202447,2071655,1730783,1||2071655||1||1
2410202448,2071536,1196067,1||2071536||1||2
2410202448,2071536,1532967,1||2071536||1||3
2410202448,2071536,2307217,1||2071536||1||4
2410202448,2071536,2307305,1||2071536||1||1
2410202448,2071536,5050192,1||2071536||1||5
2410202449,2070841,1615175,1||2070841||1||2
2410202449,2070841,1615177,1||2070841||1||3
2410202449,2070841,2306375,1||2070841||1||1
2410202449,2070841,4975890,1||2070841||1||4
2410202450,2071686,8307,1||2071686||1||2
2410202450,2071686,2251057,1||2071686||1||1
2410202455,2071772,1581951,1||2071772||1||1
2410202456,2071767,1196067,1||2071767||1||1
2410202457,2071785,2574405,1||2071785||1||1
2410202458,2071775,2307217,1||2071775||1||1
2410202458,2071775,5050192,1||2071775||1||2
2410202459,2071821,2830554,1||2071821||1||3
2410202460,2071849,832652,1||2071849||1||1
2410202461,2071287,1028197,1||2071287||2||2
2410202461,2071287,2228249,1||2071287||1||1
2410202461,2071287,2541460,1||2071287||2||3
2410202462,2071786,2226279,1||2071786||1||6
2410202462,2071786,2226281,1||2071786||1||7
2410202462,2071786,2226283,1||2071786||2||4
2410202462,2071786,2226287,1||2071786||1||3
2410202462,2071786,2226295,1||2071786||1||9
2410202462,2071786,2226296,1||2071786||1||8
2410202462,2071786,2226300,1||2071786||1||10
2410202462,2071786,2226303,1||2071786||1||2
2410202462,2071786,2226315,1||2071786||1||5
2410202462,2071786,3212638,1||2071786||2||1
2410202464,2062108,4896245,1||2062108||1||3
2410202465,2071963,2306375,1||2071963||1||1
2410202467,2072034,861239,1||2072034||1||1
2410202467,2072034,5690147,1||2072034||1||3
2410202468,2072025,4774527,1||2072025||1||3
2410202468,2072025,5756041,1||2072025||1||2
2410202469,2071369,3212497,1||2071369||1||1
2410202470,2071369,2540668,1||2071369||2||2
2410202470,2071369,2540670,1||2071369||2||3
2410202470,2071369,2540671,1||2071369||2||4
2410202470,2071369,2540672,1||2071369||2||5
2410202471,2071712,3212497,1||2071712||1||1
2410202473,2071377,3223507,1||2071377||1||2
2410202473,2071377,3285512,1||2071377||1||1
2410202476,2071688,1579619,1||2071688||1||2
2410202476,2071688,2226279,1||2071688||1||3
2410202476,2071688,2226281,1||2071688||1||4
2410202476,2071688,2226295,1||2071688||1||6
2410202476,2071688,2226296,1||2071688||1||5
2410202476,2071688,2819031,1||2071688||1||7
2410202476,2071688,4759636,1||2071688||1||1
2410202479,2072013,2565744,1||2072013||1||1
2410202481,2072190,6564,1||2072190||1||1
2410202489,2072273,4805689,1||2072273||1||1
2410202492,2072073,24130,1||2072073||1||1
2410202492,2072073,1013825,1||2072073||1||4
2410202492,2072073,2532065,1||2072073||1||3
2410202492,2072073,3737437,1||2072073||1||2
2410202493,2072282,4757050,1||2072282||1||1
2410202494,2072044,1532967,1||2072044||1||1
2410202495,2072044,2307305,1||2072044||2||2
2410202496,2071905,2840312,1||2071905||1||1
2410202497,2072348,1595476,1||2072348||1||1
2410202498,2072289,2542316,1||2072289||1||1
2410202499,2071974,2244046,1||2071974||1||1
2410202499,2071974,2244047,1||2071974||1||3
2410202500,2071282,4922,1||2071282||1||3
2410202500,2071282,1201626,1||2071282||1||9
2410202500,2071282,1532967,1||2071282||1||8
2410202500,2071282,1615178,1||2071282||1||7
2410202500,2071282,2819124,1||2071282||1||10
2410202500,2071282,2835661,1||2071282||1||2
2410202500,2071282,2836814,1||2071282||1||1
2410202500,2071282,3213231,1||2071282||1||4
2410202500,2071282,3286675,1||2071282||1||5
2410202500,2071282,5690188,1||2071282||1||6
2410202501,2071702,22919,1||2071702||1||3
2410202501,2071702,68749,1||2071702||1||4
2410202501,2071702,2251019,1||2071702||1||1
2410202501,2071702,2252239,1||2071702||1||2
2410202502,2070049,1196067,1||2070049||2||7
2410202502,2070049,2307305,1||2070049||2||1
2410202503,2071930,1615795,1||2071930||1||3
2410202503,2071930,2808651,1||2071930||1||6
2410202503,2071930,2836110,1||2071930||1||2
2410202503,2071930,3237908,1||2071930||1||4
2410202504,2072029,2226279,1||2072029||1||3
2410202504,2072029,2226292,1||2072029||1||5
2410202504,2072029,2226295,1||2072029||1||8
2410202504,2072029,2816381,1||2072029||1||2
2410202504,2072029,5797045,1||2072029||1||1
2410202505,2072460,4759581,1||2072460||1||1
2410202506,2072458,2350592,1||2072458||1||1
2410202507,2070779,24131,1||2070779||2||1
2410202508,2072354,24131,1||2072354||1||1
2410202508,2072354,2840312,1||2072354||2||2
2410202509,2072472,3223507,1||2072472||1||2
2410202509,2072472,4829124,1||2072472||1||1
2410202510,2072483,71420,1||2072483||1||1
2410202513,2005150,2837864,1||2005150||2||1
2410202514,2072501,22809,1||2072501||1||2
2410202514,2072501,23044,1||2072501||1||1
2410202514,2072501,1603562,1||2072501||1||3
2410202516,2072529,2307217,1||2072529||1||1
2410202516,2072529,5050192,1||2072529||1||2
2410202520,2072146,2226294,1||2072146||1||3
2410202520,2072146,2226302,1||2072146||1||2
2410202520,2072146,5753547,1||2072146||1||1
2410202523,2072306,1009188,1||2072306||1||2
2410202524,2072664,2226326,1||2072664||1||7
2410202524,2072664,2819040,1||2072664||1||3
2410202524,2072664,2840318,1||2072664||1||2
2410202524,2072664,3104170,1||2072664||1||1
2410202525,2067092,1962362,1||2067092||2||12
2410202525,2067092,2240388,1||2067092||1||3
2410202525,2067092,2249576,1||2067092||1||11
2410202525,2067092,2812949,1||2067092||1||10
2410202525,2067092,2819040,1||2067092||1||6
2410202526,2072694,3224456,1||2072694||1||1
2410202527,2067172,2838799,1||2067172||1||4
2410202527,2067172,3737476,1||2067172||1||5
2410202527,2067172,3749178,1||2067172||1||2
2410202527,2067172,3749357,1||2067172||1||1
2410202528,2071926,2252573,1||2071926||1||2
2410202528,2071926,5050194,1||2071926||1||3
2410202529,2067391,5766872,1||2067391||4||5
2410202530,2071454,2228760,1||2071454||1||2
2410202530,2071454,3749178,1||2071454||1||1
2410202530,2071454,4985110,1||2071454||1||3
2410202535,2072848,2798716,1||2072848||1||1
2410202536,2072316,1196067,1||2072316||1||3
2410202536,2072316,2307305,1||2072316||1||1
2410202537,2072644,1211306,1||2072644||2||4
2410202541,2072948,2226293,1||2072948||1||2
2410202541,2072948,2818534,1||2072948||1||1
2410202542,2072960,2350592,1||2072960||1||1
2410202543,2073024,711037,1||2073024||1||5
2410202543,2073024,1196067,1||2073024||1||2
2410202543,2073024,1199687,1||2073024||1||4
2410202543,2073024,1579619,1||2073024||1||3
2410202543,2073024,5853813,1||2073024||1||1
2410202544,2049217,6158741,1||2049217||1||1
2410202546,2073094,2268315,1||2073094||1||1
2410202547,2073088,2226302,1||2073088||1||1
2410202548,2072713,2542164,1||2072713||1||1
2410202549,2072794,2285108,1||2072794||1||3
2410202549,2072794,2816381,1||2072794||1||6
2410202549,2072794,3286123,1||2072794||1||4
2410202550,2071574,2801085,1||2071574||1||1
2410202550,2071574,3212497,1||2071574||1||3
2410202551,2073132,2840312,1||2073132||1||6
2410202551,2073132,3223507,1||2073132||1||4
2410202551,2073132,4757689,1||2073132||1||5
2410202551,2073132,5451970,1||2073132||1||3
2410202552,2073058,2091612,1||2073058||1||2
2410202552,2073058,2540208,1||2073058||1||1
2410202561,2073247,2226279,1||2073247||1||1
2410202563,2073207,2228249,1||2073207||1||1
2410202564,2072880,2798716,1||2072880||1||1
2410202565,2073367,2237161,1||2073367||1||1
2410202576,2073412,2540208,1||2073412||1||3
2410202576,2073412,2797347,1||2073412||1||2
2410202577,2070627,3118590,1||2070627||1||1
2410202578,2073484,1532967,1||2073484||1||2
2410202579,2069911,4922,1||2069911||1||4
2410202583,2073512,2226302,1||2073512||1||1
2410202583,2073512,2226315,1||2073512||1||2
2410202584,2073542,2228249,1||2073542||1||2
2410202585,2073581,2816345,1||2073581||1||1
2410202589,2068158,2847158,1||2068158||2||4
2410202589,2068158,3737420,1||2068158||2||9
2410202589,2068158,6211263,1||2068158||1||3
2410202590,2073540,711037,1||2073540||1||1
2410202590,2073540,1011163,1||2073540||1||2
2410202590,2073540,1011164,1||2073540||1||3
2410202590,2073540,1011167,1||2073540||1||4
2410202590,2073540,1011169,1||2073540||1||5
2410202591,2072906,2226277,1||2072906||1||1
2410202591,2072906,2226279,1||2072906||1||3
2410202591,2072906,2226286,1||2072906||1||2
2410202591,2072906,2226295,1||2072906||1||8
2410202591,2072906,2226300,1||2072906||1||7
2410202591,2072906,2226302,1||2072906||1||9
2410202591,2072906,2818552,1||2072906||1||6
2410202594,2073603,1011167,1||2073603||1||5
2410202594,2073603,1011169,1||2073603||1||6
2410202594,2073603,1011171,1||2073603||1||4
2410202594,2073603,1029281,1||2073603||1||3
2410202594,2073603,2574223,1||2073603||1||1
2410202595,2073569,1309592,1||2073569||1||1
2410202595,2073569,2791731,1||2073569||1||2
2410202595,2073569,3152725,1||2073569||1||3
2410202596,2071673,175521,1||2071673||1||2
2410202596,2071673,1727539,1||2071673||1||3
2410202596,2071673,4897966,1||2071673||1||1
2410202597,2073602,1532967,1||2073602||1||1
2410202598,2073548,3160530,1||2073548||1||1
2410202599,2073512,835377,1||2073512||2||5
2410202600,2073503,3290827,1||2073503||1||1
2410202600,2073503,3789498,1||2073503||1||2
2410202601,2073140,2835777,1||2073140||1||2
2410202601,2073140,3805574,1||2073140||1||4
2410202601,2073140,4800249,1||2073140||1||3
2410202602,2073016,70515,1||2073016||2||7
2410202602,2073016,817325,1||2073016||1||4
2410202602,2073016,1011163,1||2073016||1||6
2410202602,2073016,1011164,1||2073016||1||5
2410202602,2073016,1196067,1||2073016||2||8
2410202602,2073016,1727539,1||2073016||1||3
2410202602,2073016,2565291,1||2073016||1||2
2410202603,2067175,1028197,1||2067175||1||6
2410202603,2067175,1534157,1||2067175||1||1
2410202603,2067175,1578373,1||2067175||1||2
2410202603,2067175,2532077,1||2067175||1||4
2410202603,2067175,2541460,1||2067175||1||7
2410202603,2067175,3737439,1||2067175||1||5
2410202603,2067175,3749258,1||2067175||1||3
2410202604,2070627,3118590,1||2070627||2||1
2410202605,2072212,1715911,1||2072212||1||1
2410202605,2072212,2818544,1||2072212||1||2
2410202605,2072212,2818547,1||2072212||1||3
2410202606,2073666,2528434,1||2073666||1||1
2410202607,2073125,1029283,1||2073125||1||1
2410202607,2073125,2574876,1||2073125||2||2
2410202609,2073738,5799041,1||2073738||1||1
2410202610,2065718,8585,1||2065718||1||2
2410202610,2065718,8586,1||2065718||1||1
2410202610,2065718,1580805,1||2065718||1||4
2410202610,2065718,1580806,1||2065718||1||5
2410202610,2065718,2226317,1||2065718||1||3
2410202610,2065718,4748425,1||2065718||1||6
2410202611,2071389,1208261,1||2071389||1||1
2410202611,2071389,2228018,1||2071389||1||2
2410202611,2071389,2237161,1||2071389||1||7
2410202611,2071389,2563931,1||2071389||1||4
2410202611,2071389,2563931,1||2071389||1||6
2410202611,2071389,5858893,1||2071389||1||5
2410202616,2074010,3212497,1||2074010||1||1
2410202618,2074025,1954467,1||2074025||1||1
2410202619,2070921,24278,1||2070921||2||5
2410202619,2070921,24279,1||2070921||2||4
2410202620,2072887,711037,1||2072887||1||2
2410202620,2072887,2307305,1||2072887||1||1
2410202620,2072887,2344946,1||2072887||1||6
2410202620,2072887,5994259,1||2072887||1||5
2410202621,2074048,817325,1||2074048||1||4
2410202621,2074048,1011169,1||2074048||1||6
2410202621,2074048,1603042,1||2074048||1||1
2410202621,2074048,1615795,1||2074048||1||5
2410202626,2064251,4985001,1||2064251||1||1
2410202627,2073906,1579619,1||2073906||1||1
2410202627,2073906,1621252,1||2073906||1||2
2410202630,2071786,2226295,1||2071786||3||9
2410202632,2069294,1011145,1||2069294||1||8
2410202633,2074282,1011164,1||2074282||1||1
2410202634,2074324,2833206,1||2074324||1||1
2410202635,2074347,1012738,1||2074347||1||2
2410202635,2074347,2828170,1||2074347||1||1
2410202638,2072289,2542316,1||2072289||2||1
2410202639,2074380,24042,1||2074380||1||2
2410202639,2074380,24131,1||2074380||1||1
2410202639,2074380,2532077,1||2074380||1||5
2410202639,2074380,5754537,1||2074380||1||3
2410202640,2074452,4728246,1||2074452||1||1
2410202644,2072432,2339367,1||2072432||1||3
2410202644,2072432,2816569,1||2072432||1||2
2410202644,2072432,3212588,1||2072432||2||4
2410202644,2072432,3789498,1||2072432||2||5
2410202645,2074375,1955806,1||2074375||1||1
2410202646,2053932,4757463,1||2053932||2||1
2410202647,2074577,3152744,1||2074577||1||1
2410202648,2074604,2798117,1||2074604||1||1
2410202649,2036655,5050192,1||2036655||2||2
2410202651,2051033,5050192,1||2051033||2||2
2410202652,2074459,1011157,1||2074459||1||1
2410202652,2074459,2836861,1||2074459||2||2
2410202653,2066760,2230116,1||2066760||1||1
2410202654,2074378,1728133,1||2074378||1||2
2410202656,2074614,711037,1||2074614||1||1
2410202656,2074614,2307305,1||2074614||1||2
2410202657,2074699,3223507,1||2074699||1||2
2410202657,2074699,3285512,1||2074699||1||1
2410202658,2074742,2244055,1||2074742||1||1
2410202659,2065420,21687,1||2065420||1||1
2410202659,2065420,2091612,1||2065420||1||2
2410202660,2072667,2227348,1||2072667||1||1
2410202660,2072667,2245434,1||2072667||1||2
2410202660,2072667,4705697,1||2072667||1||7
2410202660,2072667,5026877,1||2072667||1||8
2410202662,2073756,1011146,1||2073756||1||5
2410202662,2073756,1011158,1||2073756||1||7
2410202662,2073756,1580386,1||2073756||1||1
2410202662,2073756,2800115,1||2073756||1||4
2410202662,2073756,2801085,1||2073756||1||3
2410202662,2073756,2836814,1||2073756||1||2
2410202663,2074276,1199687,1||2074276||1||3
2410202663,2074276,1199689,1||2074276||1||6
2410202663,2074276,1310558,1||2074276||1||4
2410202663,2074276,1596186,1||2074276||1||1
2410202663,2074276,2350397,1||2074276||1||5
2410202663,2074276,2800115,1||2074276||1||2
2410202664,2074259,175521,1||2074259||1||2
2410202664,2074259,1196067,1||2074259||1||1
2410202672,2074870,2269092,1||2074870||1||1
2410202672,2074870,2307305,1||2074870||1||2
2410202674,2074533,3152652,1||2074533||1||1
2410202675,2073865,1016871,1||2073865||1||4
2410202675,2073865,1016886,1||2073865||1||5
2410202675,2073865,1016925,1||2073865||1||6
2410202675,2073865,1016931,1||2073865||1||7
2410202675,2073865,2228249,1||2073865||1||3
2410202675,2073865,4757989,1||2073865||1||8
2410202675,2073865,5639827,1||2073865||1||2
2410202676,2074936,2572050,1||2074936||1||1
2410202677,2072501,1603562,1||2072501||2||3
2410202678,2074956,2541017,1||2074956||1||1
2410202680,2073828,1014838,1||2073828||1||5
2410202680,2073828,2307717,1||2073828||1||4
2410202680,2073828,2307718,1||2073828||1||3
2410202680,2073828,2800115,1||2073828||1||2
2410202680,2073828,5820673,1||2073828||1||1
2410202681,2072353,2821531,1||2072353||1||2
2410202684,2075206,5691172,1||2075206||1||3
2410202686,2072590,4973655,1||2072590||1||1
2410202688,1949604,5050192,1||1949604||2||2
2410202689,2075283,2542316,1||2075283||1||1
2410202690,2075152,2833116,1||2075152||1||1
2410202697,2075393,5638460,1||2075393||1||1
2410202699,2074703,2572422,1||2074703||1||2
2410202700,2075177,5690970,1||2075177||1||3
2410202701,2074947,1053584,1||2074947||1||2
2410202701,2074947,2350397,1||2074947||1||1
2410202702,2074605,2812282,1||2074605||1||1
2410202704,2075471,711037,1||2075471||1||3
2410202704,2075471,2306487,1||2075471||1||1
2410202704,2075471,2307305,1||2075471||1||2
2410202704,2075564,2226278,1||2075564||1||1
2410202704,2075564,2226279,1||2075564||1||4
2410202704,2075564,2226295,1||2075564||1||6
2410202704,2075564,2226302,1||2075564||1||2
2410202709,2074347,1012738,1||2074347||2||2
2410202709,2074347,2828170,1||2074347||2||1
2410202710,2075707,70515,1||2075707||1||2
2410202710,2075707,71421,1||2075707||1||1
2410202710,2075707,711037,1||2075707||1||3
2410202710,2075707,2544947,1||2075707||1||5
2410202711,2074917,2230517,1||2074917||1||2
2410202711,2074917,2541511,1||2074917||1||1
2410202712,2075712,2798310,1||2075712||1||1
2410202714,2073016,70515,1||2073016||3||7
2410202715,2075764,2226302,1||2075764||1||1
2410202716,2075160,2237160,1||2075160||1||4
2410202716,2075160,2564869,1||2075160||1||2
2410202716,2075160,2574823,1||2075160||1||3
2410202716,2075160,2812952,1||2075160||1||6
2410202716,2075160,2812953,1||2075160||1||5
2410202716,2075160,2818544,1||2075160||1||7
2410202716,2075160,2818547,1||2075160||1||8
2410202717,2075471,2307305,1||2075471||2||2
2410202719,2048990,3223507,1||2048990||1||2
2410202719,2048990,5624939,1||2048990||1||1
2410202721,2073497,1011164,1||2073497||2||3
2410202721,2073497,1011167,1||2073497||2||4
2410202721,2073497,2098026,1||2073497||2||2
2410202723,2075905,15833,1||2075905||1||1
2410202726,2076078,2812421,1||2076078||1||2
2410202729,2076139,4758065,1||2076139||1||1
2410202730,2071076,2342457,1||2071076||2||3
2410202732,2076132,2818841,1||2076132||1||1
2410202732,2076132,4759478,1||2076132||1||3
2410202735,2076293,2339367,1||2076293||1||5
2410202735,2076293,3155747,1||2076293||1||6
2410202735,2076293,3223507,1||2076293||1||3
2410202735,2076293,3288728,1||2076293||1||4
2410202735,2076293,5754512,1||2076293||1||1
2410202735,2076293,5934616,1||2076293||1||2
2410202738,2076208,1013893,1||2076208||1||2
2410202738,2076208,1196067,1||2076208||1||6
2410202738,2076208,1201626,1||2076208||1||1
2410202739,2076336,4975552,1||2076336||1||1
2410202740,2075697,2305855,1||2075697||2||3
2410202741,2076391,2269092,1||2076391||1||1
2410202741,2076391,2798117,1||2076391||1||2
2410202742,2075975,709268,1||2075975||1||1
2410202743,2076319,1580672,1||2076319||1||1
2410202745,2066983,5699434,1||2066983||1||2
2410202746,2073430,2268315,1||2073430||1||1
2410202747,2076220,2339702,1||2076220||1||3
2410202748,2076391,2798117,1||2076391||2||2
2410202750,2076454,2307217,1||2076454||1||1
2410202750,2076454,5050192,1||2076454||1||2
2410202751,2076561,2798716,1||2076561||1||1
2410202752,2076606,4967429,1||2076606||1||1
2410202756,2076638,2542316,1||2076638||1||1
2410202757,2075697,2524458,1||2075697||1||2
2410202759,2076807,2572050,1||2076807||1||1
2410202762,2076614,2228249,1||2076614||1||1
2410202764,2076829,3152744,1||2076829||1||2
2410202764,2076829,3805574,1||2076829||1||1
2410202764,2076829,5437102,1||2076829||1||3
2410202765,2066983,8710,1||2066983||3||4
2410202765,2066983,2228249,1||2066983||3||5
2410202766,2076897,1598264,1||2076897||1||1
2410202767,2074178,1594072,1||2074178||1||2
2410202767,2074178,1595510,1||2074178||1||3
2410202767,2074178,2306487,1||2074178||1||1
2410202769,2076983,2097975,1||2076983||1||1
2410202772,2077024,3145116,1||2077024||2||1
2410202772,2077024,5050219,1||2077024||2||2
2410202775,2077055,1605159,1||2077055||1||2
2410202775,2077055,1616902,1||2077055||1||1
2410202775,2077055,2252651,1||2077055||1||3
2410202777,2077071,24278,1||2077071||1||1
2410202777,2077071,24279,1||2077071||1||2
2410202778,2076455,1017859,1||2076455||1||1
2410202779,2077146,5797084,1||2077146||1||1
2410202782,2077176,2252651,1||2077176||1||1
2410202783,2077200,3118491,1||2077200||1||1
2410202785,2077125,5935804,1||2077125||1||1
2410202785,2077125,5935806,1||2077125||1||4
2410202786,2073536,5597079,1||2073536||1||1
2410202788,2077230,1949295,1||2077230||1||1
2410202788,2077230,2097975,1||2077230||1||2
2410202789,2077220,1621228,1||2077220||1||3
2410202791,2074452,4728246,1||2074452||2||1
2410202792,2075827,1659014,1||2075827||1||6
2410202792,2075827,2798940,1||2075827||1||3
2410202792,2075827,4828855,1||2075827||1||4
2410202793,2077268,3155747,1||2077268||1||2
2410202793,2077268,3789498,1||2077268||1||1
2410202795,2074666,24259,1||2074666||1||1
2410202796,2074548,1011145,1||2074548||1||2
2410202796,2074548,1011157,1||2074548||1||3
2410202796,2074548,2227804,1||2074548||1||1
2410202797,2075181,1715984,1||2075181||1||1
2410202798,2075645,3160530,1||2075645||1||1
2410202799,2075645,2340054,1||2075645||2||2
2410202800,2076057,5596822,1||2076057||1||1
2410202801,2076311,1014838,1||2076311||1||1
2410202802,2076442,2800115,1||2076442||1||1
2410202803,2073734,3152530,1||2073734||1||2
2410202803,2073734,4896017,1||2073734||1||4
2410202805,2076507,1580604,1||2076507||1||2
2410202805,2076507,2233163,1||2076507||1||4
2410202805,2076507,2297140,1||2076507||1||3
2410202805,2076507,2840312,1||2076507||1||1
2410202806,2073734,24259,1||2073734||2||5
2410202807,2076265,5752872,1||2076265||1||2
2410202807,2076265,5752976,1||2076265||1||1
2410202808,2064904,1029281,1||2064904||1||4
2410202808,2064904,2228249,1||2064904||1||9
2410202808,2064904,3223507,1||2064904||1||8
2410202808,2064904,3224781,1||2064904||1||10
2410202808,2064904,3285461,1||2064904||1||1
2410202808,2064904,5035129,1||2064904||1||2
2410202808,2064904,5934617,1||2064904||1||7
2410202809,2065646,835377,1||2065646||1||5
2410202809,2065646,2226278,1||2065646||1||1
2410202809,2065646,2226279,1||2065646||1||10
2410202809,2065646,2226292,1||2065646||1||3
2410202809,2065646,2226295,1||2065646||1||2
2410202809,2065646,2226296,1||2065646||1||12
2410202809,2065646,2226302,1||2065646||1||7
2410202809,2065646,5440351,1||2065646||1||9
2410202809,2065646,5753538,1||2065646||1||8
2410202810,2077326,2355251,1||2077326||1||1
2410202811,2075482,1594072,1||2075482||1||1
2410202811,2075482,1595510,1||2075482||1||2
2410202812,2076018,2808469,1||2076018||1||1
2410202815,2073192,3788060,1||2073192||4||10
2410202816,2076594,2226313,1||2076594||1||3
2410202816,2076594,2231976,1||2076594||1||4
2410202816,2076594,2818910,1||2076594||1||2
2410202817,2075181,1011329,1||2075181||2||3
2410202817,2075181,2808651,1||2075181||2||4
2410202817,2075181,5452532,1||2075181||2||2
2410202818,2076018,1028197,1||2076018||2||5
2410202818,2076018,2541460,1||2076018||2||4
2410202818,2076018,2839920,1||2076018||3||7
2410202818,2076018,3212638,1||2076018||2||6
2410202819,2076018,3212638,1||2076018||4||6
2410202820,2076822,7133,1||2076822||1||1
2410202820,2076822,7135,1||2076822||1||2
2410202820,2076822,8460,1||2076822||1||3
2410202821,2077263,1697905,1||2077263||1||2
2410202821,2077263,3212497,1||2077263||1||1
2410202822,2077037,2250020,1||2077037||1||2
2410202822,2077037,2365899,1||2077037||1||1
2410202822,2077037,3223507,1||2077037||1||3
2410202823,2076976,1011164,1||2076976||1||4
2410202823,2076976,1011167,1||2076976||1||5
2410202823,2076976,2225313,1||2076976||1||3
2410202823,2076976,2540884,1||2076976||1||1
2410202823,2076976,2836814,1||2076976||1||2
2410202825,2077408,1579619,1||2077408||2||2
2410202825,2077408,2541511,1||2077408||1||1
2410202828,2077420,2839674,1||2077420||2||2
2410202828,2077420,5752921,1||2077420||1||1
2410202831,2069888,5756041,1||2069888||2||1
2410202832,2062108,4896245,1||2062108||2||3
2410202833,2076594,3145113,1||2076594||2||5
2410202835,2075712,2798310,1||2075712||2||1
2410202838,2062707,3288728,1||2062707||1||2
2410202839,2077503,1598112,1||2077503||1||3
2410202839,2077503,1604491,1||2077503||1||2
2410202840,2074662,8307,1||2074662||1||2
2410202840,2074662,2544947,1||2074662||1||1
2410202841,2077526,2830512,1||2077526||1||1
2410202843,2073480,1199687,1||2073480||1||2
2410202843,2073480,1199689,1||2073480||1||3
2410202843,2073480,3214888,1||2073480||1||4
2410202843,2073480,3788132,1||2073480||1||1
2410202843,2073480,5452532,1||2073480||1||5
2410202844,2065121,3160530,1||2065121||1||1
2410202845,2061166,1714415,1||2061166||1||3
2410202846,2072950,24347,1||2072950||1||3
2410202846,2072950,1721200,1||2072950||1||1
2410202846,2072950,1721201,1||2072950||1||2
2410202846,2072950,2809782,1||2072950||1||4
2410202847,2073497,4987166,1||2073497||1||1
2410202852,2076315,5597037,1||2076315||1||1
2410202855,2077637,3153882,1||2077637||1||1
2410202863,2071196,1309196,1||2071196||1||3
2410202863,2071196,2307717,1||2071196||1||1
2410202863,2071196,2818841,1||2071196||1||6
2410202863,2071196,4616603,1||2071196||1||7
2410202863,2071196,4984892,1||2071196||1||2
2410202870,2077637,3153882,1||2077637||2||1
2410202871,2059119,3102365,1||2059119||1||1
2410202872,2077656,835375,1||2077656||1||3
2410202872,2077656,1309473,1||2077656||1||2
